Estimate,Std. Error,df,t value,Pr(>|t|)
7886.342802542776,631.833821244004,35.8683755868934,12.481672454658293,1.2914264964249943e-14
-167.02002232343798,443.7298137591694,338.6680061942862,-0.3764002713914704,0.7068550412582205
